user_id,u_n_orders,u_total_items,u_n_products,u_n_aisles,u_avg_basket,u_avg_gap,u_sd_gap,u_reorder_rate,n_candidates,expected_basket,n_recommended,n_actual
169434,30,274,69,34,9.1333,9.1034,7.272,0.7482,69,6.1338,8,0
111292,3,8,7,4,2.6667,19.0,15.5563,0.125,7,0.9863,2,1
189588,42,320,110,36,7.619,5.0976,2.7368,0.6562,110,7.2183,9,9
117703,32,550,176,42,17.1875,8.1935,6.5392,0.68,176,10.1898,13,1
170426,36,385,163,51,10.6944,7.7429,8.9782,0.5766,163,4.1075,5,1
176304,3,20,16,16,6.6667,26.0,5.6569,0.2,16,2.7273,4,3
126289,5,32,19,14,6.4,25.0,10.0,0.4062,19,3.281,4,3
146684,19,152,64,27,8.0,5.8333,4.2875,0.5789,64,5.2547,7,3
174800,11,100,60,29,9.0909,12.7,10.7399,0.4,60,5.6472,7,0
79849,22,271,141,48,12.3182,3.5238,3.6962,0.4797,141,8.2308,10,6
30698,24,242,66,36,10.0833,11.2174,7.9542,0.7273,66,8.617,11,11
115658,13,133,65,28,10.2308,16.0,9.4195,0.5113,65,7.5857,10,10
165205,4,47,34,12,11.75,27.6667,4.0415,0.2766,34,6.34,8,0
129838,28,685,146,54,24.4643,12.8889,5.3661,0.7869,146,24.4408,30,29
137189,12,235,96,40,19.5833,16.1818,7.7177,0.5915,96,20.2631,25,17
138782,28,280,95,33,10.0,12.0741,7.859,0.6607,95,9.3161,12,8
172040,22,312,103,46,14.1818,13.3333,8.2785,0.6699,103,13.9844,17,6
189939,22,51,14,13,2.3182,15.1905,9.1903,0.7255,14,1.7758,3,2
201891,84,582,219,64,6.9286,3.8072,3.4657,0.6237,219,4.8176,6,3
38229,8,47,33,15,5.875,21.2857,10.5942,0.2979,33,1.4153,2,0
176258,4,51,47,24,12.75,19.3333,9.2916,0.0784,47,4.7902,6,4
93469,17,175,96,34,10.2941,12.25,9.0664,0.4514,96,7.1856,9,8
2475,17,222,74,42,13.0588,16.25,9.1031,0.6667,74,9.7209,12,4
169043,15,112,98,46,7.4667,16.1429,11.421,0.125,98,2.1754,3,4
186006,99,413,103,34,4.1717,2.2653,2.2774,0.7506,103,4.1067,5,5
37777,6,66,58,26,11.0,23.8,8.0125,0.1212,58,3.1009,4,6
100323,6,32,16,10,5.3333,22.2,11.1445,0.5,16,2.4123,3,5
151272,9,72,59,26,8.0,10.625,10.3639,0.1806,59,2.7806,4,1
24228,12,51,41,15,4.25,19.7273,9.3925,0.1961,41,2.4354,3,2
153253,3,32,29,17,10.6667,8.5,7.7782,0.0938,29,3.4444,5,7
154344,4,31,25,16,7.75,9.0,4.5826,0.1935,25,4.9827,6,3
68216,4,15,6,4,3.75,24.0,7.2111,0.6,6,2.7146,4,2
49307,54,441,117,41,8.1667,6.566,4.7617,0.7347,117,8.2819,10,5
171225,5,12,6,6,2.4,5.0,3.7417,0.5,6,1.7184,3,2
134694,3,11,10,6,3.6667,16.0,19.799,0.0909,10,0.815,1,1
105669,5,19,14,14,3.8,21.75,11.3248,0.2632,14,1.6622,2,4
185663,4,69,47,26,17.25,14.0,5.0,0.3188,47,10.199,13,13
4616,12,230,121,48,19.1667,12.0909,9.2461,0.4739,121,9.8482,12,10
24526,40,139,23,8,3.475,4.8462,4.338,0.8345,23,3.2115,4,4
58038,58,840,283,74,14.4828,6.2281,2.6593,0.6631,283,12.0105,15,16
195783,10,156,83,34,15.6,22.8889,7.3899,0.4679,83,9.2218,12,14
198376,8,62,42,25,7.75,22.1429,8.9709,0.3226,42,4.8772,6,3
45800,7,78,42,25,11.1429,15.5,10.0946,0.4615,42,7.3226,9,4
18403,8,41,31,20,5.125,8.8571,5.9,0.2439,31,2.3457,3,2
99039,7,71,41,19,10.1429,18.8333,12.937,0.4225,41,6.0524,8,12
5412,13,103,43,25,7.9231,8.0,5.3767,0.5825,43,4.4491,6,5
142492,3,28,23,13,9.3333,30.0,0.0,0.1786,23,3.7997,5,6
174795,23,269,142,53,11.6957,12.0,7.3679,0.4721,142,8.0671,10,8
64423,11,87,40,24,7.9091,8.2,5.5936,0.5402,40,3.2611,4,7
13151,6,92,68,42,15.3333,30.0,0.0,0.2609,68,7.3946,9,8
2518,32,666,172,40,20.8125,5.3226,3.5156,0.7417,172,22.152,27,20
75011,3,17,13,12,5.6667,26.0,5.6569,0.2353,13,2.3806,3,2
26364,15,185,107,40,12.3333,22.8571,6.2124,0.4216,107,7.8255,10,6
22839,5,24,17,12,4.8,25.0,5.831,0.2917,17,1.8208,3,0
18928,5,48,37,21,9.6,22.0,9.2376,0.2292,37,3.1181,4,1
175092,8,87,68,25,10.875,12.0,10.1325,0.2184,68,5.8581,8,14
101066,10,70,40,28,7.0,22.3333,9.0416,0.4286,40,3.7525,5,0
180852,6,42,16,10,7.0,28.2,3.4928,0.619,16,4.3753,6,5
128816,11,83,61,31,7.5455,6.8,3.3267,0.2651,61,4.2216,6,1
96993,19,308,118,52,16.2105,16.6667,8.4436,0.6169,118,10.7367,13,13
35213,24,241,100,39,10.0417,14.2174,7.4159,0.5851,100,11.4678,14,12
100776,4,39,37,26,9.75,18.0,13.7477,0.0513,37,2.5843,4,0
76126,3,12,10,8,4.0,24.5,7.7782,0.1667,10,2.1573,3,1
115222,3,5,5,4,1.6667,17.0,18.3848,0.0,5,0.6873,1,1
83319,20,254,109,32,12.7,15.3684,8.2003,0.5709,109,11.5057,14,13
9849,6,64,52,27,10.6667,11.6,6.8775,0.1875,52,4.8803,6,8
20833,44,469,130,41,10.6591,7.9767,4.4212,0.7228,130,11.4408,14,17
177779,9,147,100,42,16.3333,12.375,9.6797,0.3197,100,6.5442,8,3
110463,4,38,35,17,9.5,22.0,13.8564,0.0789,35,4.6787,6,6
153525,8,83,42,14,10.375,16.1429,10.1887,0.494,42,6.8471,9,9
30349,51,375,81,34,7.3529,6.5,2.6515,0.784,81,8.1166,10,7
4000,42,169,90,40,4.0238,7.4146,6.7564,0.4675,90,2.5053,4,8
150062,48,619,120,39,12.8958,7.5957,3.012,0.8061,120,12.309,15,12
110793,16,155,92,45,9.6875,13.6,8.5256,0.4065,92,5.6032,7,4
101916,18,184,76,34,10.2222,14.0588,10.2132,0.587,76,10.2954,13,13
85179,4,21,14,11,5.25,16.0,13.1149,0.3333,14,2.3806,3,1
159395,9,33,23,16,3.6667,21.25,10.2085,0.303,23,2.0094,3,0
39383,8,18,13,11,2.25,14.8571,12.3346,0.2778,13,1.2689,2,0
67836,6,25,18,16,4.1667,24.8,10.0349,0.28,18,2.4853,3,0
126340,6,112,74,38,18.6667,19.8,9.576,0.3393,74,6.9849,9,3
159506,7,96,68,33,13.7143,9.0,4.899,0.2917,68,7.3455,9,5
87049,9,28,16,12,3.1111,23.5,8.4684,0.4286,16,1.8284,3,6
76976,20,245,95,33,12.25,16.7895,8.4168,0.6122,95,11.6236,14,18
192138,7,59,48,27,8.4286,12.6667,7.4476,0.1864,48,3.8026,5,12
135045,4,10,7,6,2.5,22.3333,13.2791,0.3,7,1.438,2,2
39441,9,106,80,49,11.7778,14.75,10.3337,0.2453,80,4.0787,5,1
49698,11,91,69,39,8.2727,14.3,9.9448,0.2418,69,4.6859,6,4
88765,8,101,73,40,12.625,12.1429,8.726,0.2772,73,5.9191,8,5
166016,18,120,75,33,6.6667,10.4706,5.1735,0.375,75,3.7241,5,9
111730,10,155,69,26,15.5,18.6667,8.5294,0.5548,69,13.1758,16,1
34418,3,6,5,5,2.0,13.5,4.9497,0.1667,5,0.8317,1,2
166424,4,21,14,9,5.25,11.0,4.3589,0.3333,14,2.7653,4,1
91072,13,195,142,46,15.0,17.9167,11.7354,0.2718,142,9.0039,11,4
118685,99,808,45,23,8.1616,1.3367,1.093,0.9443,45,7.6142,10,11
190393,16,239,102,39,14.9375,14.4667,11.1859,0.5732,102,13.2154,16,18
46347,22,213,110,48,9.6818,15.7619,8.2517,0.4836,110,5.8951,8,3
138117,5,24,21,13,4.8,23.75,7.7621,0.125,21,1.9009,3,3
167026,5,9,4,4,1.8,21.0,11.4891,0.5556,4,1.3571,2,1
28710,15,305,137,50,20.3333,18.7143,9.2273,0.5508,137,15.2078,19,16
15240,11,152,76,40,13.8182,20.5,9.0093,0.5,76,8.9564,11,13
14118,11,76,44,15,6.9091,16.9,10.2681,0.4211,44,4.431,6,2
157457,4,32,28,20,8.0,21.3333,15.0111,0.125,28,2.2501,3,3
32028,19,126,33,15,6.6316,18.1667,7.6177,0.7381,33,6.9036,9,5
531,29,164,60,29,5.6552,11.6786,8.8947,0.6341,60,5.3399,7,3
79248,14,52,21,13,3.7143,19.3846,10.7977,0.5962,21,3.7362,5,2
7384,15,134,93,41,8.9333,16.5,10.1659,0.306,93,5.7604,7,5
84703,14,82,23,10,5.8571,7.9231,3.6392,0.7195,23,5.6464,7,5
140214,13,118,70,25,9.0769,18.0,9.9909,0.4068,70,7.2629,9,3
201665,8,44,35,23,5.5,16.2857,12.8675,0.2045,35,2.1313,3,0
202138,5,20,11,9,4.0,18.75,14.3614,0.45,11,2.4171,3,2
35061,99,743,303,77,7.5051,1.3776,1.2964,0.5922,303,7.0757,9,4
123389,35,215,77,34,6.1429,7.4118,4.8997,0.6419,77,5.4844,7,4
11040,45,429,136,41,9.5333,8.1364,6.3962,0.683,136,10.4701,13,6
163903,17,206,89,37,12.1176,5.6875,2.2127,0.568,89,13.7365,17,16
135942,54,648,59,33,12.0,6.7358,5.4988,0.909,59,7.5584,10,9
89507,16,198,68,34,12.375,19.6667,7.0778,0.6566,68,10.2564,13,3
199298,10,115,51,24,11.5,7.7778,1.9861,0.5565,51,8.5168,11,11
313,99,787,130,42,7.9495,1.7041,1.3863,0.8348,130,8.0574,10,6
140288,43,408,130,47,9.4884,8.3333,5.2669,0.6814,130,11.7696,15,8
40028,30,460,154,48,15.3333,8.7931,7.2574,0.6652,154,15.5885,19,26
23489,6,36,18,11,6.0,16.8,12.1943,0.5,18,4.1196,5,2
79871,18,299,171,47,16.6111,11.0588,8.5912,0.4281,171,8.9049,11,2
13104,5,51,41,25,10.2,18.25,12.4466,0.1961,41,4.2771,6,3
149929,23,194,94,29,8.4348,15.0909,9.355,0.5155,94,6.2208,8,5
51521,19,129,38,20,6.7895,14.8333,8.3754,0.7054,38,6.9416,9,7
70979,7,57,31,23,8.1429,15.5,8.1915,0.4561,31,5.9621,8,7
200114,10,13,7,6,1.3,19.0,7.7136,0.4615,7,1.026,2,1
141812,6,76,27,16,12.6667,7.0,1.0,0.6447,27,10.6836,13,13
109594,6,76,51,30,12.6667,16.8,9.4181,0.3289,51,8.1453,10,8
100071,53,649,163,53,12.2453,5.6538,4.8422,0.7488,163,12.7703,16,17
27349,6,61,48,28,10.1667,15.8,12.9885,0.2131,48,3.44,5,0
187643,7,204,122,42,29.1429,12.8333,6.2423,0.402,122,13.1999,16,4
1979,19,138,78,34,7.2632,16.6111,9.8706,0.4348,78,5.9717,8,4
145727,3,39,37,22,13.0,4.5,3.5355,0.0513,37,3.5336,5,4
53474,60,364,140,49,6.0667,6.1695,5.6998,0.6154,140,3.5695,5,2
187789,17,132,73,34,7.7647,16.8125,8.6888,0.447,73,4.6686,6,2
184588,16,218,85,20,13.625,18.0667,10.8921,0.6101,85,10.1977,13,10
132654,5,71,65,36,14.2,20.75,11.5866,0.0845,65,3.7155,5,8
177252,8,68,44,25,8.5,15.5714,12.6867,0.3529,44,7.248,9,7
161060,4,15,6,5,3.75,14.0,0.0,0.6,6,2.7166,4,1
192496,7,27,16,9,3.8571,26.0,8.8544,0.4074,16,1.6812,3,1
103847,3,21,21,11,7.0,18.0,16.9706,0.0,21,1.4397,2,1
132382,48,690,150,58,14.375,5.8085,2.1431,0.7826,150,18.1597,22,22
28353,3,7,5,5,2.3333,20.0,14.1421,0.2857,5,1.1753,2,0
23962,33,244,78,47,7.3939,10.5938,7.8775,0.6803,78,5.7685,7,8
14843,5,107,68,26,21.4,17.5,10.3441,0.3645,68,14.1418,17,17
191885,33,859,149,56,26.0303,10.8125,5.1333,0.8265,149,24.1531,29,26
54896,17,161,76,45,9.4706,8.1875,4.2146,0.528,76,5.2548,7,8
71337,10,76,33,12,7.6,23.6667,8.231,0.5658,33,6.5991,8,8
154945,10,110,37,23,11.0,19.3333,9.0692,0.6636,37,11.9766,15,15
48910,15,290,88,37,19.3333,17.5714,10.4124,0.6966,88,15.7008,19,12
171173,5,76,49,33,15.2,17.75,13.5984,0.3553,49,8.0762,10,6
130996,6,40,26,15,6.6667,8.4,12.2597,0.35,26,2.6329,4,1
19484,24,174,48,24,7.25,14.1739,7.6256,0.7241,48,6.0839,8,7
40053,9,170,114,36,18.8889,6.0,2.0702,0.3294,114,6.9373,9,7
3345,3,43,28,13,14.3333,10.5,3.5355,0.3488,28,6.2455,8,6
104507,27,98,16,12,3.6296,9.6923,5.5625,0.8367,16,3.417,5,3
14448,25,299,153,66,11.96,8.5,5.9782,0.4883,153,6.8446,9,10
132215,5,139,69,36,27.8,7.5,1.291,0.5036,69,20.6542,25,21
33913,3,36,25,20,12.0,17.0,18.3848,0.3056,25,5.4247,7,6
48053,40,186,128,43,4.65,2.5385,2.9096,0.3118,128,2.4856,3,4
200726,4,21,15,14,5.25,4.6667,0.5774,0.2857,15,2.8345,4,0
121485,16,152,73,47,9.5,15.2667,10.2572,0.5197,73,7.8774,10,12
199606,12,69,54,24,5.75,10.4545,12.8558,0.2174,54,3.4745,5,4
27066,6,99,44,22,16.5,15.2,9.985,0.5556,44,8.8568,11,5
198118,10,109,48,22,10.9,14.6667,7.5166,0.5596,48,6.6752,9,9
52016,36,194,83,34,5.3889,9.8571,5.4295,0.5722,83,4.3312,6,4
40697,12,109,65,32,9.0833,11.1818,9.8267,0.4037,65,6.063,8,14
183818,13,383,168,52,29.4615,5.4167,2.2747,0.5614,168,21.0206,26,36
182362,17,321,161,56,18.8824,9.375,6.1087,0.4984,161,10.7656,13,8
107074,35,924,184,66,26.4,8.3824,4.7099,0.8009,184,28.0845,34,34
55741,40,590,104,48,14.75,9.1026,5.9771,0.8237,104,14.4263,18,21
384,9,21,9,9,2.3333,20.0,9.9283,0.5714,9,1.8293,3,2
29125,50,150,103,40,3.0,7.2041,7.5965,0.3133,103,1.5702,2,2
98463,17,152,94,39,8.9412,14.5,11.9387,0.3816,94,5.1976,7,1
48016,4,42,33,21,10.5,25.0,4.3589,0.2143,33,3.826,5,2
151250,8,64,41,20,8.0,8.1429,3.579,0.3594,41,5.2303,7,4
140297,4,29,23,10,7.25,19.6667,7.5056,0.2069,23,3.4375,5,2
109398,22,476,198,53,21.6364,13.4762,7.4204,0.584,198,17.2043,21,22
164141,16,142,79,35,8.875,17.6,6.4343,0.4437,79,6.5357,8,8
184161,6,52,27,18,8.6667,12.0,10.2956,0.4808,27,6.2766,8,6
101887,8,19,11,8,2.375,18.4286,9.8802,0.4211,11,1.5714,2,1
144748,11,36,24,17,3.2727,6.8,6.5963,0.3333,24,2.0867,3,1
123140,10,155,74,39,15.5,20.3333,8.8034,0.5226,74,11.3095,14,13
149322,7,69,29,13,9.8571,9.3333,4.5461,0.5797,29,7.7886,10,8
42906,13,220,111,38,16.9231,19.4167,9.09,0.4955,111,12.7073,16,12
132028,84,828,162,54,9.8571,4.3133,3.1465,0.8043,162,9.9084,12,7
197912,14,157,72,37,11.2143,19.4615,11.0876,0.5414,72,7.1798,9,7
167788,4,30,26,18,7.5,14.3333,12.8582,0.1333,26,2.6577,4,1
50495,6,14,7,6,2.3333,15.8,9.8843,0.5,7,1.0776,2,1
68907,5,30,18,11,6.0,20.75,8.2209,0.4,18,3.5824,5,4
49507,21,54,29,22,2.5714,10.6,8.8994,0.463,29,1.5808,2,1
133344,10,56,37,23,5.6,23.5556,10.1009,0.3393,37,3.2157,4,1
831,19,97,47,26,5.1053,14.8889,8.6561,0.5155,47,3.2836,4,6
90244,3,27,18,16,9.0,7.5,0.7071,0.3333,18,4.1753,6,8
186384,14,34,21,11,2.4286,14.4615,8.9407,0.3824,21,1.6634,2,2
65526,21,476,185,67,22.6667,16.05,8.4385,0.6113,185,20.5773,25,24
50350,6,73,64,39,12.1667,18.4,11.7601,0.1233,64,3.102,4,3
85243,18,133,93,44,7.3889,9.1765,8.8193,0.3008,93,4.1816,6,4
152888,14,146,69,37,10.4286,15.5385,9.2432,0.5274,69,6.4675,8,6
113405,3,4,3,3,1.3333,26.0,5.6569,0.25,3,0.718,1,1
122448,14,183,96,32,13.0714,11.0,6.2981,0.4754,96,9.339,12,13
14258,21,294,117,43,14.0,16.8,9.0472,0.602,117,15.2659,19,15
39432,7,37,25,16,5.2857,15.3333,10.7083,0.3243,25,2.5721,4,1
168024,6,38,25,17,6.3333,25.2,10.1833,0.3421,25,3.0025,4,1
61512,17,343,111,49,20.1765,7.25,2.3238,0.6764,111,16.7138,21,18
172266,13,64,30,14,4.9231,12.0,9.0754,0.5312,30,2.1554,3,0
69505,31,302,110,43,9.7419,10.0667,6.164,0.6358,110,7.4912,9,6
141505,42,291,71,27,6.9286,8.7561,6.5145,0.756,71,6.8556,9,7
24327,19,365,148,47,19.2105,15.7222,9.1059,0.5945,148,12.3232,15,17
179865,4,69,50,25,17.25,7.6667,6.4291,0.2754,50,9.3102,12,8
187198,11,137,74,41,12.4545,22.4,10.0355,0.4599,74,7.1891,9,0
76098,27,352,129,49,13.037,8.0385,4.2377,0.6335,129,14.3066,18,13
203566,33,214,56,33,6.4848,6.2188,5.2347,0.7383,56,6.6002,8,8
2794,11,105,84,36,9.5455,18.1,12.7667,0.2,84,2.9768,4,1
124989,32,346,178,61,10.8125,10.4839,8.9251,0.4855,178,7.329,9,5
199794,16,254,89,36,15.875,19.4667,8.9032,0.6496,89,14.6537,18,10
82437,32,460,161,59,14.375,10.8387,7.9879,0.65,161,14.7514,18,13
130941,6,102,80,34,17.0,12.2,10.6395,0.2157,80,6.5602,8,7
130010,13,155,63,17,11.9231,8.1667,2.1249,0.5935,63,10.9636,14,8
20681,6,112,65,32,18.6667,7.2,2.9496,0.4196,65,13.1776,16,15
92955,30,134,26,12,4.4667,10.7931,4.3865,0.806,26,4.8474,6,2
94947,27,335,118,47,12.4074,13.8462,8.498,0.6478,118,12.867,16,21
157278,46,484,184,48,10.5217,7.5556,6.444,0.6198,184,12.1777,15,12
187181,12,100,58,32,8.3333,18.4545,8.4186,0.42,58,3.7077,5,2
174256,38,251,85,40,6.6053,8.7568,5.9039,0.6614,85,6.1437,8,7
112826,22,175,38,21,7.9545,12.5714,7.3114,0.7829,38,7.5716,10,9
95793,10,119,65,25,11.9,21.2222,9.9471,0.4538,65,9.707,12,2
122023,5,5,2,2,1.0,30.0,0.0,0.6,2,0.7645,1,1
96085,9,133,82,32,14.7778,20.25,9.9964,0.3835,82,7.0696,9,10
20628,6,68,33,22,11.3333,13.4,5.5498,0.5147,33,6.9732,9,3
137488,4,18,13,6,4.5,9.0,4.3589,0.2778,13,1.9024,3,0
22389,7,183,116,33,26.1429,9.8333,8.3287,0.3661,116,15.6553,19,6
111305,16,24,7,4,1.5,8.2667,7.2256,0.7083,7,1.1797,2,1
170385,3,13,13,10,4.3333,16.0,19.799,0.0,13,0.9407,2,0
100393,10,149,100,45,14.9,12.4444,11.4686,0.3289,100,8.5449,11,8
78473,22,284,116,48,12.9091,15.1429,9.5671,0.5915,116,11.4905,14,6
92658,42,239,98,37,5.6905,6.878,6.5161,0.59,98,3.9615,5,4
113698,19,305,82,33,16.0526,15.0556,7.1164,0.7311,82,13.1069,16,15
141857,4,38,30,19,9.5,13.6667,14.2244,0.2105,30,5.2378,7,8
130771,4,38,35,24,9.5,8.0,7.0,0.0789,35,3.6535,5,1
98664,16,398,177,57,24.875,11.8,6.4054,0.5553,177,14.6949,18,4
160293,6,78,47,23,13.0,18.4,10.7378,0.3974,47,6.9987,9,3
67542,26,248,76,38,9.5385,13.2,10.1448,0.6935,76,7.3465,9,10
114804,35,463,102,35,13.2286,10.2647,5.9864,0.7797,102,12.0431,15,9
64511,3,49,27,21,16.3333,20.0,5.6569,0.449,27,9.4806,12,12
17982,7,57,44,24,8.1429,18.1667,10.2843,0.2281,44,2.878,4,3
120974,52,797,158,49,15.3269,5.8039,4.3082,0.8018,158,11.941,15,6
55812,36,107,84,38,2.9722,8.4571,8.9125,0.215,84,1.0932,2,1
68235,9,50,32,22,5.5556,13.25,10.8989,0.36,32,2.0415,3,3
69467,5,21,20,9,4.2,19.5,7.7244,0.0476,20,0.9275,2,3
89008,35,178,112,39,5.0857,9.7941,7.8191,0.3708,112,2.7106,4,4
89178,8,74,59,36,9.25,13.1429,8.7831,0.2027,59,3.3779,5,1
182782,30,298,117,43,9.9333,10.9655,6.5818,0.6074,117,6.1575,8,8
1919,3,4,3,2,1.3333,3.0,2.8284,0.25,3,0.8306,1,0
105638,20,194,92,37,9.7,14.1053,6.4713,0.5258,92,6.5308,8,2
194486,13,296,174,66,22.7692,12.8333,7.2467,0.4122,174,15.4127,19,15
194744,10,130,45,25,13.0,13.5556,9.8503,0.6538,45,7.5842,10,9
25458,46,233,62,34,5.0652,7.1111,4.3496,0.7339,62,5.6698,7,4
70688,7,104,68,27,14.8571,16.3333,8.7331,0.3462,68,6.9334,9,3
117805,3,11,11,8,3.6667,26.5,4.9497,0.0,11,0.9466,2,0
158749,22,143,68,38,6.5,4.4286,2.9423,0.5245,68,5.4765,7,4
71221,22,167,97,45,7.5909,15.0952,10.4494,0.4192,97,6.4044,8,3
86602,23,291,107,43,12.6522,13.0455,10.8341,0.6323,107,10.5895,13,9
204469,8,148,97,36,18.5,19.5714,9.3605,0.3446,97,11.8432,15,5
54055,6,23,13,7,3.8333,17.2,12.1532,0.4348,13,2.7921,4,7
189692,11,155,102,40,14.0909,18.9,10.4504,0.3419,102,7.6931,10,13
132385,3,25,23,13,8.3333,17.0,18.3848,0.08,23,3.275,4,9
185309,3,7,6,6,2.3333,30.0,0.0,0.1429,6,0.7012,1,2
173378,8,62,47,25,7.75,17.0,10.3118,0.2419,47,3.6606,5,7
175280,31,597,143,49,19.2581,7.7333,3.3829,0.7605,143,14.8256,18,16
149952,8,168,87,35,21.0,21.0,8.6023,0.4821,87,15.8868,20,13
153926,8,51,35,22,6.375,4.8571,2.4103,0.3137,35,3.3514,5,2
12088,9,77,59,34,8.5556,19.875,11.4572,0.2338,59,6.4233,8,0
42527,3,13,6,5,4.3333,30.0,0.0,0.5385,6,2.6635,4,3
74650,15,69,36,19,4.6,13.2143,6.6585,0.4783,36,3.8997,5,6
161412,38,1075,381,74,28.2895,9.3784,6.2198,0.6456,381,20.4596,25,13
50631,16,110,27,20,6.875,21.7333,5.7379,0.7545,27,7.4396,9,7
10523,14,154,89,45,11.0,17.7692,8.2174,0.4221,89,8.0995,10,1
109820,3,3,3,3,1.0,30.0,0.0,0.0,3,0.3853,1,0
199426,11,30,15,8,2.7273,13.2,11.3998,0.5,15,4.4068,6,4
44601,47,983,211,57,20.9149,7.7609,3.3545,0.7854,211,21.1063,26,18
22108,13,172,114,50,13.2308,2.8333,1.4035,0.3372,114,8.102,10,12
158145,5,104,57,31,20.8,30.0,0.0,0.4519,57,12.149,15,22
186745,15,121,40,24,8.0667,17.7143,8.2874,0.6694,40,6.1168,8,9
75842,57,479,76,30,8.4035,6.375,3.4089,0.8413,76,9.6015,12,7
101363,3,50,38,24,16.6667,26.0,5.6569,0.24,38,6.8693,9,7
156514,3,30,25,19,10.0,24.5,7.7782,0.1667,25,3.5341,5,2
121842,7,48,35,27,6.8571,11.1667,10.0681,0.2708,35,2.4644,3,4
59174,8,56,39,30,7.0,17.1429,10.9762,0.3036,39,2.981,4,2
146251,6,78,52,32,13.0,12.6,7.9561,0.3333,52,7.82,10,6
104245,6,100,47,20,16.6667,7.8,1.3038,0.53,47,14.2734,18,0
141057,9,13,13,9,1.4444,6.75,10.025,0.0,13,0.4218,1,0
62278,4,52,37,24,13.0,12.3333,2.0817,0.2885,37,5.1745,7,2
84421,7,41,20,11,5.8571,14.0,12.506,0.5122,20,5.3283,7,3
127249,11,77,48,28,7.0,12.1,9.4921,0.3766,48,3.234,4,1
98899,22,158,54,28,7.1818,13.4286,8.072,0.6582,54,5.5174,7,5
41920,25,238,131,51,9.52,12.7083,9.5439,0.4496,131,5.5942,7,8
141940,10,93,72,38,9.3,13.3333,12.1347,0.2258,72,3.6989,5,2
104844,41,609,200,54,14.8537,8.275,3.7553,0.6716,200,11.904,15,17
66466,37,177,74,30,4.7838,9.7778,7.3799,0.5819,74,4.0915,5,4
44298,30,85,21,14,2.8333,6.5517,6.1504,0.7529,21,1.695,3,2
173728,6,55,23,16,9.1667,13.0,3.3912,0.5818,23,6.0751,8,9
107211,16,119,84,34,7.4375,13.8,10.6851,0.2941,84,4.2768,6,2
81204,7,42,27,20,6.0,21.8333,9.6003,0.3571,27,2.9342,4,0
187169,5,69,48,31,13.8,8.5,3.873,0.3043,48,6.6776,9,4
69097,4,18,17,10,4.5,14.3333,13.6504,0.0556,17,1.727,3,0
33383,68,1087,272,68,15.9853,5.3284,3.9057,0.7498,272,18.5379,23,25
57084,11,70,56,26,6.3636,12.9,10.1811,0.2,56,7.8075,10,2
140994,64,607,243,67,9.4844,5.7143,4.0973,0.5997,243,5.2419,7,2
92160,3,32,19,13,10.6667,18.0,16.9706,0.4062,19,6.4176,8,8
42005,6,74,33,18,12.3333,15.4,9.5289,0.5541,33,8.587,11,9
156169,11,78,64,38,7.0909,14.2,8.9294,0.1795,64,2.5179,4,2
121006,3,51,46,29,17.0,21.0,12.7279,0.098,46,5.1797,7,11
1324,4,68,55,29,17.0,17.0,12.1244,0.1912,55,7.7538,10,12
173028,11,89,59,34,8.0909,20.7,8.9076,0.3371,59,5.3032,7,5
37905,18,312,77,23,17.3333,13.4118,8.0782,0.7532,77,15.6741,19,11
10083,45,426,158,56,9.4667,2.9091,1.6399,0.6291,158,7.246,9,10
173764,6,43,28,16,7.1667,24.0,6.7454,0.3488,28,2.7967,4,1
38758,17,184,88,41,10.8235,3.25,2.0817,0.5217,88,8.1541,10,8
35600,4,50,34,14,12.5,10.6667,11.7189,0.32,34,5.6453,7,6
18490,18,258,182,65,14.3333,16.4706,10.6191,0.2946,182,5.58,7,12
108754,10,110,50,31,11.0,24.4444,8.2175,0.5455,50,7.5478,10,9
117103,10,66,57,24,6.6,18.6667,9.8615,0.1364,57,1.9617,3,0
106315,37,187,81,46,5.0541,9.5278,7.7662,0.5668,81,4.5836,6,5
72050,30,120,53,30,4.0,7.3448,6.9759,0.5583,53,5.6251,7,2
59357,30,342,166,47,11.4,12.1034,8.1387,0.5146,166,11.4365,14,11
118094,5,71,35,21,14.2,20.25,6.702,0.507,35,7.9049,10,5
75835,8,16,10,9,2.0,15.5714,10.3579,0.375,10,1.228,2,1
30427,11,54,32,18,4.9091,11.7,12.8327,0.4074,32,2.458,3,1
8467,4,10,4,4,2.5,24.3333,9.815,0.6,4,1.5929,2,2
43618,3,37,30,19,12.3333,10.5,3.5355,0.1892,30,5.6416,7,8
189463,10,78,51,22,7.8,19.2222,8.1513,0.3462,51,5.4163,7,2
198869,6,83,49,28,13.8333,28.8,2.6833,0.4096,49,7.4399,9,11
203962,6,36,35,29,6.0,9.0,11.7686,0.0278,35,1.4471,2,5
19355,9,143,92,41,15.8889,5.625,3.7393,0.3566,92,9.7184,12,10
136625,18,120,50,31,6.6667,17.7059,9.6032,0.5833,50,5.4547,7,8
157246,7,82,60,21,11.7143,14.5,9.9146,0.2683,60,6.5262,8,8
11347,5,52,36,17,10.4,7.5,4.3589,0.3077,36,6.5018,8,5
31646,11,310,89,41,28.1818,14.2,5.1164,0.7129,89,26.22,32,19
49203,29,591,262,61,20.3793,12.0714,8.9149,0.5567,262,15.9895,20,21
